"#Note: Please remove semicolon (;) from your file editor's list of delimiter or separator characters.",,,,,,;
#Code;Name;Sizes;Description;Placements;Target Window;Labels;Special Ad Unit
t_amodays_intext_05,t_amodays_intext_05,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_05_page_2,t_amodays_intext_05_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_05_page_3,t_amodays_intext_05_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_05_page_4,t_amodays_intext_05_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_05_page_5,t_amodays_intext_05_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_06,t_amodays_intext_06,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_06_page_2,t_amodays_intext_06_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_06_page_3,t_amodays_intext_06_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_06_page_4,t_amodays_intext_06_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_06_page_5,t_amodays_intext_06_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_07,t_amodays_intext_07,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_07_page_2,t_amodays_intext_07_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_07_page_3,t_amodays_intext_07_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_07_page_4,t_amodays_intext_07_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_07_page_5,t_amodays_intext_07_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_08,t_amodays_intext_08,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_08_page_2,t_amodays_intext_08_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_08_page_3,t_amodays_intext_08_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_08_page_4,t_amodays_intext_08_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_08_page_5,t_amodays_intext_08_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_09,t_amodays_intext_09,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_09_page_2,t_amodays_intext_09_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_09_page_3,t_amodays_intext_09_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_09_page_4,t_amodays_intext_09_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_09_page_5,t_amodays_intext_09_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_10,t_amodays_intext_10,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_10_page_2,t_amodays_intext_10_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_10_page_3,t_amodays_intext_10_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_10_page_4,t_amodays_intext_10_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_10_page_5,t_amodays_intext_10_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_11,t_amodays_intext_11,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_11_page_2,t_amodays_intext_11_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_11_page_3,t_amodays_intext_11_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_11_page_4,t_amodays_intext_11_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_11_page_5,t_amodays_intext_11_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_12,t_amodays_intext_12,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_12_page_2,t_amodays_intext_12_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_12_page_3,t_amodays_intext_12_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_12_page_4,t_amodays_intext_12_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_12_page_5,t_amodays_intext_12_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_13,t_amodays_intext_13,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_13_page_2,t_amodays_intext_13_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_13_page_3,t_amodays_intext_13_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_13_page_4,t_amodays_intext_13_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_13_page_5,t_amodays_intext_13_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_14,t_amodays_intext_14,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_14_page_2,t_amodays_intext_14_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_14_page_3,t_amodays_intext_14_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_14_page_4,t_amodays_intext_14_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_14_page_5,t_amodays_intext_14_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_15,t_amodays_intext_15,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_15_page_2,t_amodays_intext_15_page_2,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_15_page_3,t_amodays_intext_15_page_3,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_15_page_4,t_amodays_intext_15_page_4,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
t_amodays_intext_15_page_5,t_amodays_intext_15_page_5,"Fluid; 300x250; 320x50; 320x100; 336x280; 468x60; 728x90",,amodays,_blank,,,no
